Entidad Crediticia;Mes de Registro;Tipo de Tarjeta;Membres¡a Anual Tarjeta principal;Membres¡a Anual Tarjeta Adicional;Cargo por Perdida o Robada (B/.);Cargo por Deterioro (B/.);Tasa de inter‚s                                                                                                                                                                                                                                                                                                   Nominal Anual (%);L¡mite de Cr‚dito Inferior (B/.);L¡mite de Cr‚dito Superior;Costo de Seguro Contra Fraude (B/.) ;Desgravamen;Fecha de Corte;Fecha de Pago;Pago                                                                                                                                                                                                                                                                                                                                            M¡nimo Mensual (B/.);Pagos                                                                                                                                                                                                                                                                                Atrasados (B/.);Sobregiro (B/.);Adelanto de Dinero en Efectivo (B/.)
BANCO FICOHSA (PANAMµ), S.A.;45323;Mastercard Disfrura+ Gold;$90 m s ITBMS;$20 m s ITBMS;$10;Gratis;0.26;$2,000;$ 4,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45323;Mastercard Disfrura+ Platinum;$125 m s  ITBMS;$25 m s ITBMS;$15;Gratis;0.26;$4,000;$20,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45323;Mastercard Disfruta+ Black;$255 m s  ITBMS;$55 m s ITBMS;$25;Gratis;0.1799;$20,000;$100,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45323;Visa Cashback Clasica;$90 m…s ITBMS;$20 m s ITBMS;$10;Gratis;0.28;$600;$1,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45323;Visa Cashback Gold;$125 m…s ITBMS;$25 m s ITBMS;$10;Gratis;0.26;$1500;$4,999;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANCO FICOHSA (PANAMµ), S.A.;45323;Visa Cashback Platinum;$165 m…s ITBMS;$30 m s ITBMS;$15;Gratis;0.26;$4,000;$20,000;0;0.00230 sobre saldo actual por cada mil o fracci¢n de mil. M¡n $2.30 m s  ITBMS;Seg£n ciclo de la cta.;25 d¡as;$5;Cuando el pago m¡nimo  sea menor a $59.99,  se cobrar  el monto correspondiente al pago m¡nimo, para montos mayores se cobrar  un valor fijo de $75.00 m s ITBMS;$60 m s  ITBMS;"ATM propios y de la competencia y en ventanilla: 10% del monto de la transacci¢n o m¡nimo $12.50 
MCC Juegos de azar: 12% del monto de la transacci¢n o m¡nimo $12.50"
BANISI, S.A.;45323;BANISI / VISA GOLD;$85.00 mas I.T.B.M.S.;0;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.18;$2,000;$4,999;$6.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45323;BANISI / VISA GOLD CAR;$85.00 mas I.T.B.M.S.;0;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.1099;$2,000;$4,999;$6.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45323;BANISI / VISA MI PRIMERA TARJETA;$25.00 mas I.T.B.M.S.;0;$30.00 mas I.T.B.M.S.;$30.00 mas I.T.B.M.S.;0.24;$200;$500;$3.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45323;BANISI / VISA PLATINUM;$150.00 mas I.T.B.M.S.;0;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.16;$5,000;$50,000;$8.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45323;BANISI / VISA INFINITI;0;15;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.12;20000;100000;$8.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISI, S.A.;45323;BANISI / VISA BUSINNES;$110.00 mas I.T.B.M.S.;$50.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;$25.00 mas I.T.B.M.S.;0.18;1000;60000;$10.00 mas I.T.B.M.S.;3.00 el millar mas ITBMS;El d¡a 10 de cada mes;El d¡a 05 de cada mes;0.03;Max. Hasta $60.00 mas ITBMS;$60.00 mas I.T.B.M.S;10% del monto retirado / minimo $5.00
BANISTMO, S.A.;45323;MasterCard Black Preferencial (7);160;75;25;25;0.17;$5,000.00;$50,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;01 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;MasterCard Platinum Plus (7);110;40;25;25;0.215;$5,000.00;$35,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;03 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;MasterCard MileagePlus Platinum (7);101;75;25;25;0.215;$5,000.00;$25,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;05 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa Platinum Regalate (7);110;50;25;25;0.215;5000;25000;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;01 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa Empresarial;80;65;25;25;0.185;2000;50000;"$7.00
Cobertura hasta $50,000.00";N/A;6  de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;MasterCard MileagePlus Oro;99;35;25;25;0.2475;2500;25000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;05 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa  Oro Reg late;99;35;25;25;0.2475;3000;10000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 3 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa  Oro (Sin Anualidad);0;0;25;25;0.2299;3000;10000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;06 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa Oro Natura;99;35;25;25;0.2475;3000;10000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;06 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323; MasterCard Oro B sica;65;35;25;25;0.22;3000;5000;"$6.25
Cobertura hasta $10,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 6 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;MasterCard MileagePlus Cl sica;85;35;25;25;0.265;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 5 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa y MasterCard Cl sica Reg late;78;35;25;25;0.265;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;Cada 3 d¡as iniciando el 1 del mes.;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa Cl sica La Sele;74;35;25;25;0.265;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;21 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa Lifemile Platinum (7);150;75;25;25;0.215;$5,000.00;$35,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;15 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa Lifemile Empresarial;170;78;25;25;0.225;2000;50000;"$7.00
Cobertura hasta $50,000.00";N/A;15 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Visa Lifemile Infinite (7);199;75;25;25;0.18;$5,000.00;$50,000.00;"$7.00
Cobertura hasta $50,000.00";$2.25 por cada $1,000.00 de saldo al corte;15 de cada mes;26 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;MasterCard MileagePlus Black (7);187;75;25;25;0.17;$5,000.00;$50,000.00;"$6.25
Cobertura hasta $35,000.00";$2.25 por cada $1,000.00 de saldo al corte;05 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BANISTMO, S.A.;45323;Mastercard Ideal Banistmo;12;10;25;25;0.25;500;3000;"$4.25
Cobertura hasta $5,000.00";$2.25 por cada $1,000.00 de saldo al corte;06 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;M ximo $40.00 M¡nimo $20.00;80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;N/A
BANISTMO, S.A.;45323;Visa Empresarial Reg late;125;100;25;25;0.205;2000;50000;"$7.00
Cobertura hasta $50,000.00";N/A;15 de cada mes;25 d¡as despu‚s de la fecha de facturaci¢n;"2.25% del saldo
¢ $20.00 lo que sea mayor";80% de los pagos vencidos m¡nimo $20.00 hasta un m ximo de $130.00 ;60;7% ¢ $5.00 m¡nimo
BI-BANK, S.A.;45323;Visa Platinum PE;150;0;20;0;0.08;1000;500000;7.5;No aplica; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Platinum P;100;0;20;0;0.2;3000;9999;3.75;$1.75 por cada $1,000 de saldo; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Platinum PA;125;0;20;0;0.18;10000;19999;4.25;$1.75 por cada $1,000 de saldo; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Infinite P;0;0;20;0;0.14;20000;49999;7.5;$1.75 por cada $1,000 de saldo; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Infinite PA;0;0;20;0;0.12;50000;100000;7.5;$1.75 por cada $1,000 de saldo; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Platinum GTE;150;0;20;0;0.22;1000;500000;7.5;No aplica; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Platinum GT;100;0;20;0;0.24;3000;9999;0;0; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Platinum GTA;125;0;20;0;0.22;10000;19999;0;0; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Infinite GT;0;0;20;0;0.18;20000;49999;0;0; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
BI-BANK, S.A.;45323;Visa Infinite GTA;0;0;20;0;0.16;50000;100000;0;0; 1, 8, 15, 22 de cada mes;25 d¡as despu‚s del corte;"(Saldo/Plazo)+Inter‚s+Cargos; M¡nimo $20";100% del pago m¡nimo, m ximo $50;50;10%, m¡nimo $10
CITIBANK, N.A. (SUCURSAL PANAMµ);45323;Visa Corporativa;0;$55.00 m s 7% (ITBMS);0;0;0;0;0;N/A;N/A;N/A;Quince (15) d¡as calendarios siguientes a la emisi¢n del estado de cuenta;Pago Total (no existe pago m¡nimo);$50.00 m s 7% (ITBMS);No permite sobregiros;"5% sobre el monto retirado m s 7% (ITBMS),
monto m¡nimo a cobrar $5.00"
CITIBANK, N.A. (SUCURSAL PANAMµ);45323;Visa Corporativa 20 d¡as;0;$55.00 m s 7% (ITBMS);0;0;0;0;0;N/A;N/A;N/A;Veinte (20) d¡as calendarios siguientes a la emisi¢n del estado de cuenta;Pago Total (no existe pago m¡nimo);$50.00 m s 7% (ITBMS);No permite sobregiros;"5% sobre el monto retirado m s 7% (ITBMS),
monto m¡nimo a cobrar $5.00"
CITIBANK, N.A. (SUCURSAL PANAMµ);45323;Visa Purchasing Card;0;$55.00 m s 7% (ITBMS);0;0;0;0;0;N/A;N/A;N/A;Diez (10) d¡as calendarios siguientes a la emisi¢n del estado de cuenta;Pago Total (no existe pago m¡nimo);$50.00 m s 7% (ITBMS);No permite sobregiros;"5% sobre el monto retirado m s 7% (ITBMS),
monto m¡nimo a cobrar $5.00"
CITIBANK, N.A. (SUCURSAL PANAMµ);45323;Visa Purchasing Card 20 d¡as;0;$55.00 m s 7% (ITBMS);0;0;0;0;0;N/A;N/A;N/A;Veinte (20) d¡as calendarios siguientes a la emisi¢n del estado de cuenta;Pago Total (no existe pago m¡nimo);$50.00 m s 7% (ITBMS);No permite sobregiros;"5% sobre el monto retirado m s 7% (ITBMS),
monto m¡nimo a cobrar $5.00"
CITIBANK, N.A. (SUCURSAL PANAMµ);45323;Visa Central Travel Account;0;$55.00 m s 7% (ITBMS);0;0;0;0;0;N/A;N/A;N/A;Quince (15) d¡as calendarios siguientes a la emisi¢n del estado de cuenta;Pago Total (no existe pago m¡nimo);$50.00 m s 7% (ITBMS);No permite sobregiros;"5% sobre el monto retirado m s 7% (ITBMS),
monto m¡nimo a cobrar $5.00"
COOPERATIVA DE SERVICIOS MéLTIPLES EL EDUCADOR VERAGšENSE, R.L. (COOPEVE, R.L.)   (2);45323;Tarjeta Cl sica VISA -COOPEVE ASOCIADOS;58.85;26.75;26.75;26.75;0.15;300;10000;2.21;Gratis para Asociados;7 de cada mes;7 de cada mes;B/. 10.00 ¢ 2.1%; HASTA B/.26.75;HASTA B/.26.75;Por avance de Efectivo 3% con un m¡nimo de B/. 5.35
COOPERATIVA DE SERVICIOS MéLTIPLES EL EDUCADOR VERAGšENSE, R.L. (COOPEVE, R.L.)   (2);45323;Tarjeta Cl sica VISA -COOPEVE NO ASOCIADOS;69.55;32.1;37.45;37.45;0.18;300;10000;3.3;3.15;7 de cada mes;7 de cada mes;B/. 15.00 ¢ 3%; HASTA B/.26.75;HASTA B/.26.75;Por avance de Efectivo 3% con un m¡nimo de B/. 5.35
COOPERATIVA DE SERVICIOS MéLTIPLES EDIOACC, R.L.  ;45323;St ndar Mastercard;Gratis;Gratis;20;Gratis;0.15;500;4999;4.86;1.25 por millar;5 de cada mes;30 de cada mes;3% o $10;15;15;3% o $10
COOPERATIVA DE SERVICIOS MéLTIPLES EDIOACC, R.L.  ;45323;Gold Mastercard;Gratis;Gratis;20;Gratis;0.13;5000;9999;7.14;1.25 por millar;5 de cada mes;30 de cada mes;3% o $10;15;15;3% o $10
COOPERATIVA DE SERVICIOS MéLTIPLES EDIOACC, R.L.  ;45323;Platinum Mastercard;Gratis;Gratis;20;Gratis;0.115;10000;20000;10.42;1.25 por millar;5 de cada mes;30 de cada mes;3% o $10;30;30;3% o $10
COOPERATIVA DE SERVICIOS MéLTIPLES PROFESIONALES, R.L. (1);45323;MASTERCARD CLASICA CASHBACK;40;25;15;15;0.135;500;2999;2;0.48 por Millar;19 de c/d mes;18 de c/d mes + 1 d¡a de gracia ;3% s/saldo M¡nimo B/.10.00 ;15;10;3%  ¢ B/.5.00 por retiro hasta B/.166.67
COOPERATIVA DE SERVICIOS MéLTIPLES PROFESIONALES, R.L. (1);45323;MASTERCARD NAVIDE¥A;25;25;20;20;0.0825;400;4999;2;0.56 por Millar;19 de c/d mes;18 de c/d mes + 1 d¡a de gracia ;3% s/saldo M¡nimo B/.10.00;15;10;3%  ¢ B/.5.00 por retiro hasta B/.166.67
COOPERATIVA DE SERVICIOS MéLTIPLES PROFESIONALES, R.L. (1);45323;MASTERCARD GOLD CASHBACK;50;35;15;15;0.135;5000;20000;3.25;0.48 por Millar;19 de c/d mes;18 de c/d mes + 1 d¡a de gracia ;3% s/saldo M¡nimo B/.10.00;15;10;3%  ¢ B/.5.00 por retiro hasta B/.166.67
COOPERATIVA DE SERVICIOS MéLTIPLES PROFESIONALES, R.L. (1);45323;MASTERCARD PLATINO CASHBACK;80;35;25;25;0.14;3000;30000;3.75;1.00 por Millar;19 de c/d mes;18 de c/d mes + 1 d¡a de gracia ;3% s/saldo M¡nimo B/.10.00 ;25;25;3%  ¢ B/.5.00 por retiro hasta B/.166.67
COOPERATIVA DE SERVICIOS MéLTIPLES PROFESIONALES, R.L. (1);45323;MASTERCARD PLATINO PUNTOS;90;35;25;25;0.15;3000;30000;3.75;1.00 por Millar;19 de c/d mes;18 de c/d mes + 1 d¡a de gracia ;3% s/saldo M¡nimo B/.10.00 ;25;25;3%  ¢ B/.5.00 por retiro hasta B/.166.67
COOPERATIVA DE SERVICIOS MéLTIPLES PROFESIONALES, R.L. (1);45323;MASTERCARD BLACK PUNTOS;130;40;35;35;0.15;10000;40000;4;1.25 por Millar;19 de c/d mes;18 de c/d mes + 1 d¡a de gracia ;3% s/saldo M¡nimo B/.10.00 ;30;30;3%  ¢ B/.5.00 por retiro hasta B/.166.67
BANCO GENERAL, S.A.   (2);45323;Visa Estrellas Gold;64.2;21.4;21.4;;0.2199;Desde B/. 400.00;*;3.68;"0.195% sobre el saldo adeudado m s 5% de impuesto

";17;15;3% sobre saldo pendiente del mes, m¡nimo $20.00 para Classic y Standard, m¡nimo $25.00 para Platinum, Signature, Black, Infinite;53.5;32.1;5% sobre el monto retirado m s 7% de ITBMS m¡nimo $7.49
BANCO GENERAL, S.A.   (2);45323;Visa Estrellas Platinum ;101.65;26.75;21.4;;0.1999;Desde B/. 2,500.00;*;3.68;;17;15;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa Estrellas Signature ;160.5;80.25;21.4;;0.15;Desde B/. 10,000.00;*;4.73;;17;15;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Mastercard Estrellas Standard;64.2;21.4;21.4;;0.2199;Desde B/. 400.00;*;3.68;;17;15;;53.5;32.1;
BANCO GENERAL, S.A.   (2);45323;Mastercard Estrellas Platinum  ;101.65;26.75;21.4;;0.1999;Desde B/. 2,500.00;*;3.68;;17;15;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Mastercard Estrellas Black;160.5;80.25;21.4;;0.14;Desde B/. 10,000.00;*;4.73;;17;15;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa ConnectMiles Platinum;101.65;26.75;21.4;;0.1999;Desde B/. 500.00;*;3.68;;7;5;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa ConnectMiles Signature;160.5;80.25;21.4;;0.15;Desde B/. 10,000.00;*;4.73;;7;5;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa MileagePlus Gold;85.6;21.4;21.4;;0.2299;Desde B/. 400.00;*;3.68;;5;3;;53.5;42.8;
BANCO GENERAL, S.A.   (2);45323;Visa MileagePlus Platinum  ;101.65;26.75;21.4;;0.1999;Desde B/. 2,500.00;*;3.68;;5;3;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa MileagePlus Signature ;160.5;80.25;21.4;;0.15;Desde B/. 10,000.00;*;4.73;;5;3;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa MileagePlus Infinite;187.25;107;21.4;;0.14;Desde B/. 20,000.00;*;5.25;;5;3;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa CashBack Gold;64.2;21.4;21.4;;0.2199;Desde B/. 400.00;*;3.68;;8;6;;53.5;32.1;
BANCO GENERAL, S.A.   (2);45323;Visa CashBack Platinum ;101.65;26.75;21.4;;0.1899;Desde B/. 2,500.00;*;3.68;;8;6;;53.5;53.5;
BANCO GENERAL, S.A.   (2);45323;Visa Esencial Gold;Sin costo;Sin costo;21.4;;0.2199;Desde B/. 400.00;*;3.68;;17;15;;53.5;32.1;
